         13509479 function calls (13505344 primitive calls) in 67.098 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 argparse.py:2191(_get_nargs_pattern)
        1    0.000    0.000    0.000    0.000 __init__.py:2340(Distribution)
        3    0.000    0.000    0.002    0.001 gettext.py:424(translation)
        1    0.000    0.000    0.000    0.000 pyparsing.py:271(ParseResults)
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.558    0.558 rgutils.py:20(alphaSortgadgets)
        1    0.000    0.000    0.000    0.000 sysconfig.py:118(get_python_lib)
        1    0.000    0.000    0.000    0.000 __init__.py:88(PEP440Warning)
        2    0.000    0.000    0.000    0.000 __init__.py:1904(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:598(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1049(_BaseV4)
        1    0.000    0.000    0.000    0.000 tarfile.py:1375(TarFile)
        3    0.000    0.000    0.000    0.000 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 ssl.py:662(SSLSocket)
        1    0.000    0.000    0.000    0.000 ssl.py:346(Purpose)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2758(__str__)
       12    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 <string>:5(ModuleInfo)
       12    0.000    0.000    0.000    0.000 __init__.py:2373(_reload_version)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2742(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(SelectorKey)
        1    0.000    0.000    0.000    0.000 random.py:68(Random)
        1    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:2003(__str__)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3285(<lambda>)
        2    0.000    0.000    0.004    0.002 __init__.py:1822(_has)
        1    0.000    0.000    0.000    0.000 xcore_const.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:530(CsInsn)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:412(get_provider)
        3    0.000    0.000    0.000    0.000 __init__.py:475(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 <string>:5(_ASN1Object)
        1    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        2    0.000    0.000    0.000    0.000 argparse.py:1355(add_argument_group)
        1    0.000    0.000    0.000    0.000 subprocess.py:830(Popen)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        1    0.000    0.000    0.000    0.000 enum.py:82(EnumMeta)
        1    0.000    0.000    0.000    0.000 dbapi2.py:56(register_adapters_and_converters)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1592(_BaseV6)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        6    0.000    0.000    0.000    0.000 six.py:184(find_module)
        1    0.000    0.000    0.000    0.000 zipfile.py:961(ZipFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        1    0.000    0.000    0.019    0.019 version.py:191(Version)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        3    0.000    0.000    0.000    0.000 re.py:160(match)
        1    0.000    0.000    0.000    0.000 <string>:5(ArgInfo)
        1    0.000    0.000    0.000    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 <string>:5(usage)
        2    0.000    0.000    0.000    0.000 __init__.py:1683(_zipinfo_name)
        5    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 calendar.py:49(<listcomp>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1583(__init__)
        1    0.000    0.000    0.000    0.000 <string>:5(Attribute)
        1    0.000    0.000    0.000    0.000 <string>:5(ClosureVars)
        1    0.000    0.000    0.000    0.000 datetime.py:1815(timezone)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2859(parseImpl)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        2    0.000    0.000    0.000    0.000 datetime.py:671(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:319(timedelta)
        1    0.000    0.000    0.000    0.000 datetime.py:641(date)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        6    0.000    0.000    0.000    0.000 pyparsing.py:408(haskeys)
        6    0.000    0.000    0.000    0.000 argparse.py:2088(_parse_optional)
        3    0.000    0.000    0.000    0.000 argparse.py:1485(_get_handler)
        1    0.000    0.000    0.001    0.001 gadgets.py:14(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:527(SSLObject)
        1    0.000    0.000   67.106   67.106 ROPgadget.py:10(<module>)
        6    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.004    0.004 __init__.py:2193(EntryPoint)
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 argparse.py:1586(ArgumentParser)
        1    0.000    0.000    0.000    0.000 <string>:5(manifest_mod)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2056(IPv6Interface)
        1    0.000    0.000    0.000    0.000 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        1    0.000    0.000    0.000    0.000 <string>:5(Arguments)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2158(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:191(_EndRecData64)
        1    0.000    0.000    0.000    0.000 inspect.py:2634(Signature)
        1    0.000    0.000    0.000    0.000 sysconfig.py:42(_is_python_source_dir)
        4    0.000    0.000    0.000    0.000 <string>:12(__new__)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.005    0.005 specifiers.py:214(LegacySpecifier)
        1    0.000    0.000    0.000    0.000 cmd.py:43(<module>)
        8    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0xb775dc8c}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2444(__init__)
        1    0.000    0.000    0.002    0.002 zipfile.py:694(ZipExtFile)
        1    0.000    0.000    0.000    0.000 client.py:749(HTTPConnection)
        8    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 inspect.py:2367(Parameter)
        1    0.000    0.000    0.000    0.000 __init__.py:442(get_build_platform)
        1    0.000    0.000    0.000    0.000 tempfile.py:768(SpooledTemporaryFile)
        2    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        2    0.000    0.000    0.004    0.002 __init__.py:1702(zipinfo)
        5    0.000    0.000    0.000    0.000 datetime.py:45(_days_in_month)
        3    0.000    0.000    0.000    0.000 datetime.py:1838(_create)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:556(IntEnum)
        1    0.000    0.000    0.000    0.000 arm64.py:33(Arm64Op)
        1    0.000    0.000    0.000    0.000 contextlib.py:103(contextmanager)
        9    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 argparse.py:153(HelpFormatter)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 __init__.py:282(_load_lib)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3080(postParse)
        1    0.000    0.000    0.000    0.000 message.py:946(MIMEPart)
        1    0.000    0.000    0.003    0.003 __init__.py:1664(__new__)
        2    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1165(<listcomp>)
        5    0.000    0.000    0.000    0.000 datetime.py:292(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 os.py:800(decode)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        4    0.000    0.000    0.000    0.000 __init__.py:99(CFunctionType)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1444(IPv4Network)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1409(__invert__)
        1    0.000    0.000    0.000    0.000 __init__.py:332(_cs_arch)
        2    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
        1    0.000    0.000    0.000    0.000 __init__.py:1673(ZipProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1169(resource_filename)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3013(copy)
        1    0.000    0.000    0.000    0.000 warnings.py:78(_add_filter)
        1    0.000    0.000    0.000    0.000 argparse.py:1921(consume_positionals)
        1    0.000    0.000    0.000    0.000 m680x.py:42(M680xOp)
        2    0.000    0.000    0.142    0.071 __init__.py:2912(_call_aside)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2963(__lshift__)
        1    0.000    0.000    0.000    0.000 __init__.py:1446(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:605(WorkingSet)
        1    0.000    0.000    0.000    0.000 calendar.py:69(<listcomp>)
        6    0.000    0.000    0.000    0.000 version.py:248(<genexpr>)
        1    0.000    0.000    0.000    0.000 arm.py:32(ArmOp)
        1    0.000    0.000    0.000    0.000 bz2.py:31(BZ2File)
        1    0.000    0.000    0.000    0.000 m68k.py:44(M68KOp)
        1    0.000    0.000    0.000    0.000 pe.py:116(IMAGE_SECTION_HEADER)
        1    0.000    0.000    0.000    0.000 specifiers.py:589(SpecifierSet)
        3    0.000    0.000    0.002    0.001 gettext.py:528(gettext)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1369(__xor__)
        1    0.000    0.000    0.000    0.000 calendar.py:531(LocaleHTMLCalendar)
        1    0.000    0.000    0.001    0.001 __init__.py:2693(DistInfoDistribution)
        1    0.000    0.000    0.000    0.000 _compat.py:20(with_metaclass)
        3    0.000    0.000    0.000    0.000 datetime.py:40(_days_before_year)
        2    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 pyparsing.py:375(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:477(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:1439(NullProvider)
        1    0.000    0.000    0.000    0.000 version.py:72(LegacyVersion)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        2    0.000    0.000    0.000    0.000 zipfile.py:1597(close)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        3    0.000    0.000    0.000    0.000 argparse.py:865(__call__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(Or)
        1    0.000    0.000    0.000    0.000 __init__.py:996(Environment)
        1    0.000    0.000    0.000    0.000 pe.py:35(IMAGE_OPTIONAL_HEADER)
        1    0.000    0.000    0.008    0.008 pyparsing.py:3517(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1362(IPv4Interface)
        1    0.000    0.000    0.000    0.000 __init__.py:1564(DefaultProvider)
        2    0.000    0.000    0.000    0.000 enum.py:509(__hash__)
        1    0.000    0.000    0.011    0.011 args.py:16(__init__)
        1    0.000    0.000    0.000    0.000 enum.py:32(_make_class_unpicklable)
        3    0.000    0.000    0.000    0.000 __init__.py:403(register_loader_type)
        1    0.000    0.000    0.000    0.000 calendar.py:66(_localized_day)
        1    0.000    0.000    0.000    0.000 inspect.py:2504(BoundArguments)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
        4    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 pe.py:69(IMAGE_OPTIONAL_HEADER64)
        1    0.000    0.000    0.000    0.000 __init__.py:1546(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:9(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(ResourceManager)
        4    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:262(__init__)
        1    0.000    0.000    0.000    0.000 core.py:24(__init__)
        1    0.000    0.000    0.001    0.001 __init__.py:1633(MemoizedZipManifests)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2827(__str__)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        3    0.000    0.000    0.000    0.000 argparse.py:1951(<listcomp>)
        1    0.000    0.000    0.000    0.000 raw.py:11(Raw)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1839(Regex)
        1    0.000    0.000    0.000    0.000 __init__.py:245(get_supported_platform)
        1    0.000    0.000    0.000    0.000 parse.py:275(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 header.py:413(_ValueFormatter)
        1    0.000    0.000    0.000    0.000 parse.py:133(_NetlocResultMixinBase)
        3    0.000    0.000    0.000    0.000 __init__.py:476(CFunctionType)
        1    0.000    0.000    0.000    0.000 zipfile.py:1715(_fpclose)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 ssl.py:353(SSLContext)
        1    0.000    0.000    0.000    0.000 options.py:14(Options)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1070(resetCache)
        1    0.000    0.000    0.000    0.000 argparse.py:1012(__init__)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 __init__.py:424(LoadLibrary)
        4    0.000    0.000    0.000    0.000 __init__.py:2008(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 argparse.py:1225(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 tms320c64x.py:38(TMS320C64xOp)
        1    0.000    0.000    0.000    0.000 os.py:814(getenv)
        1    0.000    0.000    0.000    0.000 string.py:77(Template)
        1    0.000    0.000    0.000    0.000 macho.py:59(SECTION)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3119(postParse)
        1    0.000    0.000    0.000    0.000 m68k.py:8(M68KOpMem)
        1    0.000    0.000    0.000    0.000 ipaddress.py:539(_BaseAddress)
        1    0.000    0.000    0.000    0.000 elf.py:28(Elf32_Ehdr_LSB)
        1    0.000    0.000    0.000    0.000 macho.py:74(SECTION64)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        1    0.000    0.000    0.000    0.000 mips.py:21(MipsOp)
        1    0.000    0.000    0.000    0.000 dbapi2.py:50(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:365(DistributionNotFound)
        4    0.000    0.000    0.000    0.000 __init__.py:1917(register_finder)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2373(And)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 elf.py:46(Elf64_Ehdr_LSB)
        1    0.000    0.000    0.000    0.000 xcore.py:23(XcoreOp)
        1    0.000    0.000    0.000    0.000 elf.py:134(Elf64_Ehdr_MSB)
        1    0.000    0.000    0.000    0.000 argparse.py:1055(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2264(ParseExpression)
        1    0.000    0.000    0.000    0.000 macho.py:29(SEGMENT_COMMAND)
        1    0.000    0.000    0.000    0.000 ppc.py:29(PpcOp)
        1    0.000    0.000    0.000    0.000 random.py:84(__init__)
        1    0.000    0.000    0.000    0.000 sparc.py:22(SparcOp)
        1    0.000    0.000    0.000    0.000 argparse.py:1727(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        1    0.000    0.000    0.000    0.000 systemz.py:23(SyszOp)
        2    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:513(__neg__)
        1    0.000    0.000    0.000    0.000 __init__.py:95(_SetuptoolsVersionMixin)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 _structures.py:7(Infinity)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 m680x.py:8(M680xOpIdx)
        3    0.000    0.000    0.000    0.000 argparse.py:2313(_check_value)
        1    0.000    0.000    0.000    0.000 ssl.py:325(_ASN1Object)
        1    0.000    0.000    0.000    0.000 __init__.py:320(VersionConflict)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 zipfile.py:1163(namelist)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 calendar.py:132(__init__)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pyparsing.py:1632(Keyword)
        1    0.000    0.000    0.000    0.000 __init__.py:2784(Requirement)
        1    0.000    0.000    0.000    0.000 macho.py:44(SEGMENT_COMMAND64)
        1    0.000    0.000    0.000    0.000 pyparsing.py:170(ParseBaseException)
        1    0.000    0.000    0.000    0.000 x86.py:8(X86OpMem)
        1    0.000    0.000    0.000    0.000 universal.py:46(UNIVERSAL)
        1    0.000    0.000    0.000    0.000 tempfile.py:916(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1688(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 parse.py:165(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.001    0.001 binary.py:59(getExecSections)
        1    0.000    0.000    0.000    0.000 __init__.py:1583(_register)
        1    0.000    0.000    0.000    0.000 argparse.py:989(_CountAction)
        1    0.000    0.000    0.000    0.000 elf.py:116(Elf32_Ehdr_MSB)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_adapter}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2650(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 __init__.py:4(VendorImporter)
        1    0.000    0.000    0.000    0.000 pe.py:131(PE)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2209(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3083(Dict)
        1    0.000    0.000    0.000    0.000 m68k.py:29(M68KOpValue)
        3    0.000    0.000    0.000    0.000 binary.py:50(getBinary)
        1    0.000    0.000    0.000    0.000 dis.py:405(Bytecode)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 tarfile.py:602(_FileInFile)
        1    0.000    0.000    0.000    0.000 _compat.py:28(__new__)
        2    0.000    0.000    0.000    0.000 __init__.py:341(_FuncPtr)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 argparse.py:1726(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 argparse.py:963(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 macho.py:89(MACHOFlags)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 __init__.py:352(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 calendar.py:376(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 version.py:42(_BaseVersion)
        1    0.000    0.000    0.000    0.000 argparse.py:2072(_match_arguments_partial)
        1    0.000    0.000    0.000    0.000 string.py:174(Formatter)
        1    0.000    0.000    0.000    0.000 plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2196(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 sysconfig.py:51(_python_build)
        1    0.000    0.000    0.000    0.000 arm64.py:21(Arm64OpValue)
        1    0.000    0.000    0.000    0.000 dbapi2.py:51(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:52(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:555(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 feedparser.py:45(BufferedSubFile)
        1    0.000    0.000    0.000    0.000 zipfile.py:1068(__exit__)
        1    0.000    0.000    0.000    0.000 datetime.py:935(tzinfo)
        1    0.000    0.000    0.000    0.000 binary.py:16(Binary)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        1    0.000    0.000    0.001    0.001 argparse.py:1734(parse_args)
        1    0.000    0.000    0.000    0.000 cmd.py:76(__init__)
        1    0.000    0.000    0.000    0.000 macho.py:104(MACHO)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3088(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 client.py:1249(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 _policybase.py:267(Compat32)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 __init__.py:63(install)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2960(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:275(_RandomNameSequence)
        2    0.000    0.000    0.000    0.000 __init__.py:411(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:71(__init__)
        1    0.000    0.000    0.000    0.000 tms320c64x.py:7(TMS320C64xOpMem)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.000    0.000 arm.py:23(ArmOpValue)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
        1    0.000    0.000    0.000    0.000 m68k.py:78(M68KOpSize)
        1    0.000    0.000    0.000    0.000 parse.py:237(DefragResult)
        2    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 x86.py:47(CsX86Encoding)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2156(LineStart)
        1    0.000    0.000    0.000    0.000 version.py:9(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:195(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 pe.py:14(PEFlags)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 enum.py:334(<listcomp>)
        1    0.000    0.000    0.000    0.000 parse.py:250(ParseResult)
        1    0.000    0.000    0.000    0.000 pe.py:23(IMAGE_FILE_HEADER)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2945(Forward)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2223(WordStart)
        1    0.000    0.000    0.000    0.000 arm.py:17(ArmOpShift)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 enum.py:40(_EnumDict)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 calendar.py:500(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 sysconfig.py:69(get_python_version)
        1    0.000    0.000    0.000    0.000 __init__.py:373(_cs_opt_skipdata)
        1    0.000    0.000    0.000    0.000 evm.py:8(CsEvm)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1603(Literal)
        1    0.000    0.000    0.000    0.000 random.py:639(SystemRandom)
        1    0.000    0.000    0.000    0.000 string.py:55(_TemplateMetaclass)
        1    0.000    0.000    0.000    0.000 __init__.py:314(CDLL)
        1    0.000    0.000    0.000    0.000 universal.py:23(FAT_ARC)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3042(Combine)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 xcore.py:8(XcoreOpMem)
        1    0.000    0.000    0.000    0.000 __init__.py:380(_cs_opt_mnem)
        1    0.000    0.000    0.000    0.000 m68k.py:38(M68KOpBrDisp)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        1    0.000    0.000    0.000    0.000 __future__.py:78(_Feature)
        1    0.000    0.000    0.000    0.000 __init__.py:154(py_object)
        1    0.000    0.000    0.000    0.000 arm64.py:8(Arm64OpMem)
        1    0.000    0.000    0.000    0.000 sparc.py:8(SparcOpMem)
        1    0.000    0.000    0.000    0.000 elf.py:88(Elf32_Shdr_LSB)
        1    0.000    0.000    0.000    0.000 elf.py:13(ELFFlags)
        1    0.000    0.000    0.000    0.000 __init__.py:1606(ZipManifests)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        1    0.000    0.000    0.000    0.000 __init__.py:577(IResourceProvider)
        1    0.000    0.000    0.000    0.000 systemz.py:16(SyszOpValue)
        1    0.000    0.000    0.000    0.000 elf.py:76(Elf64_Phdr_LSB)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2509(MatchFirst)
        1    0.000    0.000    0.000    0.000 universal.py:32(MACHOFlags)
        1    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2768(ZeroOrMore)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        1    0.000    0.000    0.000    0.000 tarfile.py:572(_StreamProxy)
        1    0.000    0.000    0.000    0.000 argparse.py:743(Action)
        1    0.000    0.000    0.000    0.000 arm.py:8(ArmOpMem)
        1    0.000    0.000    0.000    0.000 __init__.py:553(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 zipfile.py:295(ZipInfo)
        1    0.000    0.000    0.000    0.000 core.py:38(_sectionInRange)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Each)
        1    0.000    0.000    0.000    0.000 ropmakerx64.py:16(ROPMakerX64)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2849(Optional)
        1    0.000    0.000    0.000    0.000 zipfile.py:534(LZMACompressor)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2077(White)
        1    0.000    0.000    0.000    0.000 __init__.py:1841(FileMetadata)
